step,reward_mean,kl,mean_length
1572,8.625,0.2228715866804123,276.0
1573,6.90625,0.24488712847232819,328.125
1574,9.3125,0.22638468444347382,269.625
1575,7.3125,0.16072942316532135,328.875
1576,10.0,0.146092489361763,345.0
1577,7.4375,0.18898457288742065,267.0
1578,10.0,0.2326323539018631,135.25
1579,7.3125,0.33452513813972473,362.75
1580,10.0,0.2495400458574295,227.75
1581,6.625,0.26806357502937317,558.125
1582,4.5,0.16090025007724762,278.25
1583,5.875,0.25417187809944153,389.875
1584,4.5,0.1985221803188324,278.75
1585,10.0,0.2943578362464905,283.125
1586,5.875,0.20856061577796936,397.0
1587,6.875,0.21898457407951355,202.125
1588,7.4375,0.46104303002357483,352.125
1589,10.0,0.16575610637664795,168.0
1590,10.0,0.40443524718284607,229.25
1591,5.875,0.2831198573112488,198.25
1592,8.625,0.28575944900512695,285.75
1593,7.9375,0.22760015726089478,218.875
1594,7.03125,0.25587788224220276,359.0
1595,8.625,0.1316247135400772,285.25
1596,10.0,0.23413002490997314,216.25
1597,10.0,0.22506624460220337,244.0
1598,9.3125,0.18672795593738556,399.875
1599,10.0,0.1708328276872635,328.75
1600,8.09375,0.12250223010778427,246.0
1601,4.5,0.2824777364730835,268.125
1602,10.0,0.1781759113073349,249.0
1603,4.84375,0.25209417939186096,420.125
1604,4.125,0.1861603707075119,387.5
1605,7.4375,0.15806879103183746,336.5
1606,8.6875,0.2099650651216507,431.375
1607,10.0,0.14077787101268768,280.5
1608,8.625,0.13655421137809753,278.5
1609,6.71875,0.4585413634777069,556.625
1610,2.125,0.09903394430875778,645.25
1611,7.8125,0.10912422835826874,315.75
1612,7.375,0.19771207869052887,444.125
1613,8.8125,0.15956862270832062,376.875
1614,8.625,0.19071471691131592,168.125
1615,10.0,0.3210156559944153,220.75
1616,8.125,0.1933068186044693,429.25
1617,7.25,0.18053771555423737,371.5
1618,1.375,0.17289985716342926,711.625
1619,10.0,0.11859124153852463,300.25
1620,4.5,0.1185799390077591,285.25
1621,6.3125,0.2181711047887802,346.375
1622,6.5625,0.15355825424194336,317.0
1623,5.65625,0.18522100150585175,272.125
1624,10.0,0.21376845240592957,312.875
1625,7.3125,0.29769110679626465,226.375
1626,8.625,0.32765719294548035,251.25
1627,7.25,0.35313645005226135,326.625
1628,10.0,0.29132717847824097,329.25
1629,4.5,0.26141875982284546,264.75
1630,10.0,0.16725051403045654,177.875
1631,10.0,0.4370381832122803,287.375
1632,5.875,0.17769621312618256,330.0
1633,10.0,0.2352556735277176,225.625
1634,6.625,0.33138948678970337,393.5
1635,7.25,0.21280577778816223,355.5
1636,10.0,0.21501466631889343,282.5
1637,10.0,0.17072691023349762,220.125
1638,10.0,0.20542354881763458,215.625
1639,8.6875,0.2249467670917511,289.125
1640,5.875,0.18184173107147217,183.25
1641,10.0,0.41847923398017883,271.5
1642,7.3125,0.20628255605697632,366.625
1643,10.0,0.15547513961791992,181.75
1644,10.0,0.28961414098739624,316.0
1645,3.875,0.20923718810081482,299.0
1646,4.84375,0.2709219455718994,564.25
1647,7.9375,0.08470392972230911,265.625
1648,6.71875,0.222256138920784,258.5
1649,7.3125,0.21335308253765106,337.5
1650,9.3125,0.14515359699726105,279.5
1651,10.0,0.2620067894458771,231.375
1652,10.0,0.2355642169713974,238.625
1653,5.34375,0.21089215576648712,253.375
1654,2.625,0.2813645899295807,535.0
1655,7.9375,0.15886689722537994,385.875
1656,8.625,0.20648318529129028,415.5
1657,5.0,0.13931721448898315,373.375
1658,6.0625,0.20279262959957123,292.875
1659,4.5,0.19033469259738922,306.125
1660,10.0,0.1538737416267395,310.0
1661,9.3125,0.19912268221378326,241.0
1662,10.0,0.27650612592697144,149.375
1663,9.3125,0.41525527834892273,294.5
1664,7.8125,0.19944512844085693,444.375
1665,8.625,0.1940503865480423,256.875
1666,10.0,0.2324974536895752,210.75
1667,3.0625,0.2886975407600403,536.875
1668,2.625,0.1293252855539322,520.125
1669,10.0,0.14021915197372437,206.75
1670,5.03125,0.18705590069293976,318.375
1671,6.5625,0.13235683739185333,261.125
1672,7.9375,0.2573544383049011,334.125
1673,4.5,0.14618010818958282,277.25
1674,7.8125,0.26625776290893555,505.25
1675,4.71875,0.1407225877046585,474.625
1676,8.625,0.1784098744392395,185.0
1677,10.0,0.3966977596282959,186.25
1678,10.0,0.33714571595191956,332.375
1679,5.875,0.14803975820541382,381.875
1680,7.9375,0.18902401626110077,270.375
1681,3.875,0.19778698682785034,389.5
1682,9.3125,0.24507690966129303,304.625
1683,5.34375,0.1433374434709549,305.5
1684,10.0,0.2283644825220108,168.25
1685,9.3125,0.30848458409309387,247.125
1686,10.0,0.21547788381576538,161.125
1687,3.5625,0.3940204679965973,578.5
1688,8.625,0.14519570767879486,157.875
1689,5.875,0.4517543315887451,238.25
1690,10.0,0.3098362386226654,299.25
1691,10.0,0.12596994638442993,248.375
1692,7.9375,0.21970318257808685,315.875
1693,7.25,0.2178388386964798,284.125
1694,8.09375,0.23897753655910492,330.5
1695,4.71875,0.1523628532886505,379.125
1696,4.5,0.15850944817066193,221.5
1697,10.0,0.2093666046857834,319.0
1698,4.5,0.2768152952194214,171.25
1699,10.0,0.2735007703304291,214.875
1700,8.625,0.2653409540653229,245.125
1701,9.3125,0.21677902340888977,327.375
1702,8.625,0.19749309122562408,282.25
1703,10.0,0.2146691381931305,148.375
1704,1.375,0.29326045513153076,639.0
1705,7.375,0.09538350999355316,260.625
1706,8.0,0.28561246395111084,479.875
1707,6.5625,0.11337415128946304,256.375
1708,6.625,0.34469324350357056,395.5
1709,9.5,0.20642800629138947,384.5
1710,10.0,0.17869354784488678,188.125
1711,6.0,0.20080064237117767,472.375
1712,7.375,0.170512393116951,513.625
1713,5.875,0.11214158684015274,266.375
1714,9.3125,0.22687213122844696,236.0
1715,4.84375,0.24219538271427155,274.625
1716,7.25,0.25933578610420227,184.5
1717,10.0,0.2669864594936371,340.25
1718,6.625,0.11195053905248642,510.625
1719,7.9375,0.14081142842769623,215.125
1720,10.0,0.23867234587669373,219.5
1721,10.0,0.12233178317546844,210.5
1722,10.0,0.20508387684822083,230.375
1723,10.0,0.18779529631137848,254.5
1724,6.8125,0.21264292299747467,314.5
1725,5.1875,0.20369230210781097,210.25
1726,4.1875,0.23403523862361908,624.125
1727,8.0,0.1119818389415741,355.0
1728,10.0,0.1736377477645874,308.5
1729,7.25,0.16966567933559418,416.625
1730,4.21875,0.22271977365016937,407.75
1731,10.0,0.13215507566928864,442.625
1732,7.09375,0.108698770403862,428.25
1733,9.3125,0.16690485179424286,217.25
1734,4.8125,0.31006547808647156,452.125
1735,10.0,0.2048315554857254,208.875
1736,9.3125,0.26870039105415344,274.75
1737,5.9375,0.2128508985042572,341.25
1738,9.3125,0.21655139327049255,265.25
1739,8.15625,0.2556307911872864,396.125
1740,9.3125,0.17633843421936035,298.0
1741,10.0,0.11632735282182693,166.375
1742,10.0,0.4256092309951782,255.875
1743,8.625,0.16145391762256622,311.5
1744,6.5625,0.21929845213890076,184.875
1745,4.71875,0.3057614266872406,359.875
1746,9.46875,0.15651363134384155,391.125
1747,10.0,0.16158579289913177,224.5
1748,6.75,0.15848831832408905,417.25
1749,0.125,0.22777439653873444,713.625
1750,3.875,0.12809711694717407,520.125
1751,9.3125,0.14589881896972656,212.0
1752,5.1875,0.38763153553009033,296.625
1753,5.875,0.18776409327983856,382.875
1754,5.875,0.2790188491344452,302.875
1755,5.875,0.16274237632751465,475.0
1756,10.0,0.10532443225383759,220.25
1757,7.40625,0.17201471328735352,359.125
1758,9.5,0.18929752707481384,225.875
1759,9.3125,0.23480993509292603,205.375
1760,4.71875,0.35985440015792847,310.25
1761,10.0,0.29253342747688293,223.0
1762,4.5,0.34142929315567017,472.875
1763,9.3125,0.22234849631786346,251.375
1764,8.75,0.2926079332828522,395.5
1765,10.0,0.23389682173728943,204.25
1766,4.1875,0.27084675431251526,603.5
1767,10.0,0.10585644096136093,143.875
1768,10.0,0.3905658721923828,244.875
1769,9.3125,0.32407939434051514,243.875
1770,10.0,0.3062773644924164,200.375
1771,9.3125,0.2770262062549591,384.5
1772,5.1875,0.159987673163414,356.125
1773,5.0,0.21624016761779785,270.25
1774,9.3125,0.23633703589439392,339.875
1775,3.875,0.17697405815124512,447.125
1776,5.28125,0.21669889986515045,371.75
1777,10.0,0.22179116308689117,177.875
1778,3.875,0.35130560398101807,359.25
1779,10.0,0.2070191353559494,169.875
1780,4.8125,0.3104844391345978,382.625
1781,10.0,0.2425554245710373,368.25
1782,10.0,0.1907295137643814,248.875
1783,10.0,0.16558460891246796,292.25
1784,8.625,0.17645962536334991,427.625
1785,6.5625,0.20509624481201172,198.125
1786,8.625,0.4122125804424286,279.875
1787,10.0,0.21195223927497864,176.375
1788,10.0,0.4564453363418579,224.25
1789,4.5,0.2766989767551422,295.5
1790,5.1875,0.3481578230857849,189.375
1791,10.0,0.24917681515216827,293.5
1792,8.9375,0.13970254361629486,401.75
1793,2.625,0.16779255867004395,608.375
1794,7.9375,0.11207769811153412,131.75
1795,5.4375,0.5511147379875183,360.125
1796,2.6875,0.2305726855993271,496.0
1797,4.5625,0.15754862129688263,538.625
1798,10.0,0.18884219229221344,249.625
1799,6.6875,0.2207951694726944,395.75
1800,1.375,0.23452505469322205,609.75
1801,10.0,0.14305493235588074,223.375
1802,3.25,0.27540653944015503,575.375
1803,4.5,0.2495974749326706,364.375
1804,6.5625,0.26594969630241394,308.5
1805,10.0,0.21440298855304718,202.375
1806,5.375,0.31766781210899353,461.75
1807,3.25,0.1561444103717804,601.5
1808,3.25,0.09581975638866425,584.625
1809,2.625,0.1793324053287506,602.5
1810,7.25,0.13766048848628998,365.125
1811,1.5625,0.17325450479984283,700.0
1812,4.8125,0.12104716151952744,306.875
1813,5.0,0.226315438747406,347.5
1814,10.0,0.2006896734237671,265.5
1815,4.5625,0.301752507686615,386.5
1816,7.25,0.16402488946914673,300.875
1817,9.0,0.2523609697818756,182.5
1818,5.34375,0.336639940738678,330.25
1819,2.75,0.23053793609142303,642.125
1820,9.3125,0.09602110087871552,242.25
1821,7.375,0.20761914551258087,392.5
1822,8.0,0.16123872995376587,232.0
1823,6.5625,0.19389089941978455,248.625
1824,5.5625,0.23911550641059875,467.75
1825,4.5,0.19591662287712097,181.375
1826,8.625,0.41717711091041565,271.0
1827,10.0,0.299465149641037,175.5
1828,10.0,0.3924790918827057,219.375
1829,9.75,0.2509937286376953,268.75
1830,9.46875,0.2689470648765564,184.625
1831,8.625,0.38994714617729187,241.25
1832,9.3125,0.38001930713653564,237.875
1833,10.0,0.21516509354114532,200.125
1834,6.5625,0.23658360540866852,339.625
1835,5.53125,0.2901667654514313,355.875
1836,9.3125,0.2435479313135147,213.5
1837,10.0,0.23859572410583496,224.75
1838,9.3125,0.28217288851737976,270.25
1839,5.34375,0.38152626156806946,300.375
1840,5.03125,0.20145569741725922,358.625
1841,5.9375,0.1651572436094284,248.0
1842,9.46875,0.32403507828712463,211.875
1843,8.625,0.1879560649394989,274.125
1844,9.46875,0.24096786975860596,321.875
1845,4.9375,0.19334127008914948,280.75
1846,8.125,0.23542866110801697,443.125
1847,9.3125,0.18222656846046448,358.875
1848,5.875,0.18011638522148132,388.5
1849,7.9375,0.21162883937358856,307.875
1850,10.0,0.29981377720832825,216.375
1851,5.1875,0.4079720377922058,283.5
1852,6.5625,0.2654712498188019,322.375
1853,10.0,0.22021633386611938,185.625
1854,9.3125,0.6022310853004456,248.125
1855,7.9375,0.250858873128891,222.5
1856,10.0,0.4657283127307892,278.375
1857,4.5,0.31153613328933716,371.75
1858,9.3125,0.2481737583875656,491.625
1859,10.0,0.1719895452260971,301.5
1860,10.0,0.14553473889827728,241.375
1861,7.84375,0.28224122524261475,440.375
1862,9.3125,0.14723969995975494,310.75
1863,7.25,0.2644248604774475,222.875
1864,10.0,0.24441993236541748,352.125
1865,8.78125,0.1627313792705536,384.625
1866,5.53125,0.17129507660865784,341.875
1867,10.0,0.21731401979923248,268.875
1868,5.0625,0.21214567124843597,335.125
1869,10.0,0.18244528770446777,230.625
1870,10.0,0.18365733325481415,174.875
1871,8.09375,0.358931303024292,331.125
1872,2.75,0.19733171164989471,566.625
1873,4.0,0.17869333922863007,554.5
1874,10.0,0.18828654289245605,216.75
1875,10.0,0.2142004370689392,300.375
1876,4.1875,0.26783129572868347,546.875
1877,10.0,0.19320644438266754,190.25
1878,10.0,0.28939229249954224,170.5
1879,8.0,0.33926814794540405,470.5
1880,10.0,0.17230649292469025,174.375
1881,10.0,0.2927851378917694,343.875
1882,10.0,0.15627622604370117,140.25
1883,10.0,0.5631325244903564,187.25
1884,8.09375,0.2637123167514801,275.25
1885,4.75,0.25455933809280396,501.75
1886,10.0,0.15729057788848877,294.25
1887,7.25,0.09573142975568771,326.25
1888,5.1875,0.2105797380208969,203.5
1889,9.3125,0.38765451312065125,196.875
1890,10.0,0.3339706063270569,326.25
1891,10.0,0.1780238002538681,234.875
1892,8.625,0.2549406886100769,226.0
1893,5.9375,0.30881035327911377,464.0
1894,7.5625,0.22959060966968536,255.75
1895,10.0,0.25622862577438354,362.0
1896,6.5625,0.23069803416728973,312.5
1897,10.0,0.21448704600334167,341.0
1898,10.0,0.15584130585193634,273.75
1899,6.0,0.13897942006587982,344.5
1900,10.0,0.2561153471469879,349.375
1901,5.875,0.119461290538311,205.25
1902,10.0,0.26703691482543945,222.375
1903,7.71875,0.33692803978919983,234.375
1904,5.34375,0.2524653375148773,398.375
1905,10.0,0.24491043388843536,324.0
1906,9.5,0.16597813367843628,219.125
1907,4.875,0.24145133793354034,415.75
1908,10.0,0.27859023213386536,223.75
1909,6.09375,0.24277469515800476,394.625
1910,4.90625,0.17555689811706543,394.375
1911,10.0,0.18772195279598236,192.125
1912,5.9375,0.3846704661846161,458.125
1913,7.4375,0.204451784491539,414.0
1914,10.0,0.24233481287956238,267.0
1915,8.625,0.19741035997867584,302.125
1916,8.6875,0.24253462255001068,478.625
1917,10.0,0.16810649633407593,274.75
1918,10.0,0.1727210134267807,220.875
1919,4.65625,0.34112074971199036,384.0
1920,9.3125,0.1628321409225464,272.875
1921,7.9375,0.2727894186973572,182.625
1922,9.3125,0.2176971435546875,368.375
1923,4.5,0.2325698435306549,348.375
1924,5.1875,0.21435542404651642,329.125
1925,6.625,0.20495480298995972,420.375
1926,5.875,0.17076806724071503,213.75
1927,6.5625,0.21304519474506378,208.0
1928,7.25,0.3246520459651947,274.125
1929,10.0,0.18160255253314972,166.5
1930,9.3125,0.35322579741477966,276.375
1931,6.34375,0.23718313872814178,403.125
1932,5.875,0.234356090426445,253.5
1933,7.9375,0.34469208121299744,416.875
1934,10.0,0.2568433880805969,184.0
1935,5.25,0.21827606856822968,542.125
1936,6.5625,0.11992942541837692,315.625
1937,3.78125,0.3357048034667969,526.5
1938,9.3125,0.1932542622089386,204.875
1939,9.3125,0.36556440591812134,264.25
1940,4.5,0.23535504937171936,271.25
1941,7.9375,0.34183862805366516,248.75
1942,10.0,0.24546730518341064,294.875
1943,10.0,0.2491440325975418,459.5
1944,9.5,0.15045011043548584,191.5
1945,8.625,0.3517289161682129,297.125
1946,8.0,0.2413889467716217,344.125
1947,4.5,0.19699726998806,288.875
1948,8.125,0.2690490186214447,306.75
1949,10.0,0.2238389402627945,311.0
1950,10.0,0.2181595116853714,191.625
1951,10.0,0.23971447348594666,279.625
1952,5.1875,0.30867326259613037,293.875
1953,7.9375,0.32461291551589966,237.75
1954,3.25,0.34603577852249146,497.125
1955,7.9375,0.19022805988788605,299.75
1956,4.75,0.3032746911048889,419.375
1957,2.375,0.21407586336135864,266.0
1958,9.5,0.12482951581478119,344.75
1959,6.6875,0.08185014873743057,177.875
1960,10.0,0.3712749183177948,296.125
1961,4.75,0.2282007932662964,389.5
1962,10.0,0.23923127353191376,323.5
1963,10.0,0.20209014415740967,244.25
1964,2.34375,0.13636480271816254,673.25
1965,4.75,0.16687731444835663,498.75
1966,7.4375,0.17875109612941742,305.25
1967,7.28125,0.31526243686676025,205.5
1968,8.625,0.4443780481815338,321.125
1969,10.0,0.12055593729019165,331.125
1970,8.625,0.17443320155143738,266.375
1971,6.5625,0.21131783723831177,333.625
1972,7.9375,0.1862688809633255,371.5
1973,10.0,0.2259833663702011,288.125
1974,8.6875,0.16553717851638794,372.875
1975,5.21875,0.2184097021818161,324.5
1976,10.0,0.25694209337234497,194.375
1977,5.1875,0.18111063539981842,483.0
1978,10.0,0.205153226852417,199.5
1979,10.0,0.20140621066093445,126.125
1980,10.0,0.2762845456600189,196.125
1981,8.09375,0.2648218870162964,372.125
1982,10.0,0.25455203652381897,269.5
1983,9.3125,0.20687448978424072,313.625
1984,4.5,0.16576072573661804,437.125
1985,8.8125,0.1943342387676239,261.5
1986,8.625,0.2115514725446701,285.875
1987,9.3125,0.21206465363502502,398.875
1988,1.375,0.176622211933136,688.5
1989,8.625,0.09710395336151123,248.25
1990,10.0,0.19448278844356537,294.625
1991,5.40625,0.09252052009105682,455.5
1992,8.0,0.19876863062381744,206.875
1993,10.0,0.2134581357240677,236.75
1994,2.53125,0.27781224250793457,314.375
1995,3.59375,0.2612926959991455,512.75
1996,8.625,0.16698671877384186,321.25
1997,9.3125,0.20641282200813293,257.75
1998,7.9375,0.36764398217201233,254.625
1999,5.125,0.22665706276893616,284.25
2000,7.25,0.21693745255470276,385.5
2001,10.0,0.15276102721691132,217.75
2002,9.3125,0.28482142090797424,253.25
2003,8.4375,0.14367268979549408,394.5
2004,9.3125,0.17119479179382324,339.5
2005,8.625,0.22871801257133484,251.5
2006,3.875,0.24464480578899384,476.875
2007,10.0,0.16371691226959229,177.625
2008,2.0,0.33324339985847473,690.25
2009,7.25,0.12157206237316132,242.875
2010,9.3125,0.4236986041069031,446.25
2011,7.9375,0.1736546903848648,179.625
2012,10.0,0.25125932693481445,201.625
2013,4.5,0.32643818855285645,312.875
2014,10.0,0.257874995470047,234.0
2015,4.5625,0.2335037738084793,483.5
2016,9.3125,0.19319523870944977,293.0
2017,9.3125,0.2502800226211548,239.625
2018,4.15625,0.28955286741256714,349.0
2019,10.0,0.15167447924613953,193.5
2020,4.5625,0.30879661440849304,581.25
2021,5.8125,0.15489549934864044,255.125
2022,10.0,0.22657820582389832,224.25
2023,10.0,0.23208707571029663,323.875
2024,10.0,0.13297303020954132,162.25
2025,10.0,0.3783016800880432,425.125
2026,10.0,0.1563532054424286,175.875
2027,5.875,0.3067460358142853,459.125
2028,5.1875,0.14880874752998352,159.875
2029,10.0,0.358335942029953,184.5
2030,0.125,0.2897091507911682,707.5
2031,10.0,0.09939315915107727,130.5
2032,7.25,0.30026838183403015,276.875
2033,4.65625,0.26247185468673706,275.875
2034,2.75,0.2110283523797989,628.625
2035,10.0,0.08316828310489655,240.625
2036,3.25,0.2520827353000641,558.875
2037,7.9375,0.12870867550373077,349.25
2038,6.5625,0.13730838894844055,277.5
2039,8.625,0.18590028584003448,285.125
2040,5.0,0.21211615204811096,254.625
2041,4.65625,0.3108561635017395,436.0
2042,5.34375,0.21423162519931793,341.625
2043,7.9375,0.23286746442317963,450.875
2044,10.0,0.18972964584827423,342.0
2045,4.5,0.14116086065769196,214.125
2046,4.5,0.2543969452381134,387.875
2047,6.5625,0.17398861050605774,287.375
2048,4.5,0.18266461789608002,319.25
2049,6.75,0.24562929570674896,202.0
2050,4.125,0.2819446623325348,457.625
2051,3.5625,0.17107875645160675,519.625
2052,8.0,0.12844422459602356,360.25
2053,5.4375,0.1685991883277893,251.625
2054,9.3125,0.20686648786067963,235.875
2055,5.875,0.4905116856098175,280.625
2056,4.5,0.35946980118751526,342.0
2057,7.5,0.24125635623931885,279.875
2058,8.6875,0.18907761573791504,482.125
2059,10.0,0.1437399834394455,215.875
2060,5.875,0.285444438457489,396.125
2061,6.625,0.16633394360542297,343.25
2062,10.0,0.18500760197639465,219.0
2063,3.40625,0.338985800743103,609.625
2064,10.0,0.16505853831768036,186.625
2065,5.1875,0.25090670585632324,315.0
2066,6.71875,0.17739374935626984,197.25
2067,9.3125,0.2812650501728058,280.375
2068,10.0,0.1922486275434494,221.875
2069,4.65625,0.37039870023727417,396.625
2070,3.875,0.2173880785703659,304.875
2071,7.9375,0.22603784501552582,224.25
2072,9.3125,0.31488221883773804,298.0
2073,10.0,0.15772683918476105,264.5
2074,10.0,0.16518764197826385,266.5
2075,8.25,0.18393386900424957,307.25
2076,8.625,0.2053201049566269,175.75
2077,8.625,0.28962013125419617,250.375
2078,6.09375,0.1508949100971222,408.875
2079,3.875,0.1516932100057602,348.75
2080,8.625,0.17883722484111786,345.0
2081,5.46875,0.17725175619125366,579.625
2082,7.25,0.12817776203155518,250.625
2083,8.6875,0.19433243572711945,318.125
2084,3.875,0.26884856820106506,599.375
2085,8.625,0.13126510381698608,332.375
2086,3.875,0.30215373635292053,503.125
2087,10.0,0.12914630770683289,142.625
2088,4.5,0.34111157059669495,228.375
2089,9.46875,0.24280127882957458,422.125
2090,8.625,0.15092092752456665,275.625
2091,4.5,0.2292664647102356,309.125
2092,8.625,0.15732841193675995,290.5
2093,10.0,0.141250878572464,240.375
2094,0.8125,0.3005638122558594,715.5
2095,10.0,0.05594554543495178,233.125
2096,8.625,0.21306072175502777,286.375
2097,4.0,0.2445390820503235,583.5
2098,10.0,0.12019088119268417,192.25
2099,5.375,0.3490860164165497,402.375
2100,9.3125,0.19770127534866333,310.75
2101,7.25,0.2211964875459671,219.75
2102,5.3125,0.24952861666679382,452.125
2103,10.0,0.1551390439271927,226.625
2104,9.3125,0.22509118914604187,192.375
2105,10.0,0.26027175784111023,366.5
2106,10.0,0.21837955713272095,174.25
2107,6.75,0.23671774566173553,190.875
2108,7.71875,0.34125447273254395,307.125
2109,10.0,0.19814811646938324,391.25
2110,6.6875,0.16491039097309113,375.0
2111,8.09375,0.1363583505153656,305.75
2112,4.5625,0.2915690839290619,453.875
2113,10.0,0.21526770293712616,342.125
2114,3.4375,0.23682883381843567,588.75
2115,5.1875,0.1438024938106537,289.75
2116,10.0,0.2798490822315216,176.125
2117,7.4375,0.27566492557525635,445.875
2118,8.6875,0.1576666384935379,483.625
2119,10.0,0.11306477338075638,218.375
2120,4.0,0.3282690942287445,504.25
2121,10.0,0.23391084372997284,134.875
2122,7.9375,0.3679562211036682,296.875
2123,8.6875,0.26921597123146057,359.125
2124,4.5,0.25775033235549927,195.875
2125,10.0,0.28269898891448975,313.0
2126,4.5,0.13339850306510925,373.625
2127,10.0,0.20760266482830048,170.625
2128,8.625,0.3176898658275604,221.25
2129,9.3125,0.33494603633880615,270.625
2130,8.125,0.25686612725257874,418.125
2131,5.96875,0.25170546770095825,407.75
2132,6.5625,0.23050962388515472,335.25
2133,5.875,0.14451776444911957,305.0
2134,7.40625,0.3436887860298157,350.375
2135,5.75,0.2514767646789551,345.5
2136,10.0,0.21163439750671387,248.25
2137,10.0,0.31325021386146545,195.625
2138,10.0,0.19626227021217346,207.0
2139,10.0,0.13047358393669128,221.125
2140,7.9375,0.11859934777021408,169.75
2141,6.5625,0.34682977199554443,337.125
2142,6.5625,0.15778928995132446,204.125
2143,2.6875,0.3501240015029907,582.75
2144,0.75,0.11836972832679749,703.625
2145,4.5,0.08662231266498566,429.375
2146,10.0,0.2846444547176361,303.125
2147,8.625,0.18042296171188354,359.5
2148,10.0,0.2238062173128128,91.0
2149,7.25,0.3948870599269867,294.125
2150,10.0,0.2177290916442871,261.625
2151,4.65625,0.23443570733070374,289.125
2152,5.875,0.22575588524341583,377.5
2153,10.0,0.22989316284656525,281.25
2154,4.5625,0.1787271648645401,403.0
2155,10.0,0.23630574345588684,233.625
2156,6.5625,0.1598816215991974,340.0
2157,5.34375,0.20208211243152618,331.375
2158,7.875,0.20630021393299103,291.25
2159,6.0625,0.10694055259227753,441.125
2160,10.0,0.15872567892074585,214.0
2161,9.3125,0.26175904273986816,368.5
2162,10.0,0.20335322618484497,155.375
2163,4.5,0.28712740540504456,388.875
2164,8.625,0.24919000267982483,258.0
2165,9.3125,0.3532654345035553,309.5
2166,6.6875,0.17271211743354797,536.625
2167,8.625,0.13359706103801727,509.375
2168,5.1875,0.12498387694358826,238.0
2169,6.5625,0.3186885416507721,257.5
2170,9.3125,0.2886069715023041,182.5
2171,4.5,0.4376261830329895,440.375
2172,10.0,0.20058614015579224,253.875
2173,7.9375,0.22143913805484772,309.25
2174,6.78125,0.2197524607181549,391.0
2175,8.8125,0.1895766407251358,155.25
2176,10.0,0.5827708840370178,257.875
2177,10.0,0.25330543518066406,311.5
2178,4.5,0.17496122419834137,417.25
2179,8.3125,0.27034610509872437,441.5
2180,5.9375,0.10723676532506943,343.0
2181,10.0,0.21281698346138,287.375
2182,10.0,0.19233481585979462,168.75
2183,10.0,0.29169660806655884,267.125
2184,5.0,0.25542038679122925,227.875
2185,10.0,0.2724337577819824,176.375
2186,10.0,0.3001837730407715,246.125
2187,7.3125,0.15440091490745544,477.0
2188,9.3125,0.13162198662757874,247.5
2189,7.25,0.2825746536254883,315.75
2190,10.0,0.1295548677444458,212.875
2191,9.3125,0.22153697907924652,308.125
2192,9.3125,0.14200155436992645,159.25
2193,8.625,0.3602919280529022,285.75
2194,6.5625,0.23743994534015656,259.375
2195,7.9375,0.19916808605194092,446.75
2196,6.71875,0.11485132575035095,471.125
2197,9.3125,0.1786973476409912,325.625
2198,10.0,0.20338518917560577,284.0
2199,2.0,0.1370866596698761,644.125
2200,8.28125,0.1466904729604721,280.875
2201,9.3125,0.33330467343330383,224.25
2202,8.125,0.22648699581623077,285.125
2203,10.0,0.2629668414592743,264.375
2204,10.0,0.20270562171936035,227.5
2205,9.0,0.24716520309448242,379.875
2206,10.0,0.13830912113189697,123.375
2207,10.0,0.2737889289855957,206.25
2208,3.875,0.33504340052604675,555.75
2209,2.625,0.12469793111085892,585.25
2210,6.5625,0.19326172769069672,354.875
2211,10.0,0.16294698417186737,237.375
2212,10.0,0.21979957818984985,215.375
2213,10.0,0.2418297380208969,234.375
2214,10.0,0.19816941022872925,166.125
2215,10.0,0.43791553378105164,303.0
2216,7.3125,0.17489536106586456,370.5
2217,10.0,0.2002120465040207,246.25
2218,10.0,0.2691980004310608,278.75
2219,10.0,0.09622813016176224,232.625
2220,7.25,0.2092352956533432,273.25
2221,10.0,0.2501167058944702,244.0
2222,7.53125,0.3097120225429535,371.375
2223,3.25,0.19724200665950775,650.75
2224,8.625,0.14352206885814667,366.625
2225,10.0,0.261157751083374,308.75
2226,9.3125,0.24825048446655273,325.75
2227,5.875,0.14343149960041046,443.5
2228,5.0625,0.2112448662519455,361.625
2229,4.5,0.1854749321937561,264.875
2230,5.875,0.32236161828041077,468.375
2231,10.0,0.16480985283851624,243.25
2232,3.40625,0.1713169664144516,547.5
2233,10.0,0.1438462734222412,219.25
2234,8.9375,0.15657614171504974,163.75
2235,7.9375,0.2144351601600647,198.125
2236,5.1875,0.4726843237876892,312.75
2237,10.0,0.21287252008914948,277.75
2238,4.5625,0.15564773976802826,465.125
2239,9.3125,0.17055898904800415,350.5
2240,3.9375,0.23428352177143097,438.125
2241,5.9375,0.11184092611074448,460.875
2242,8.625,0.1169697493314743,345.375
2243,8.625,0.22159592807292938,262.25
2244,6.71875,0.2049383968114853,425.125
2245,9.3125,0.15654708445072174,397.875
2246,8.0,0.19895502924919128,409.5
2247,5.28125,0.1758434772491455,417.75
2248,6.625,0.19535678625106812,311.125
2249,10.0,0.1769094616174698,225.25
2250,8.6875,0.17859187722206116,312.25
2251,10.0,0.11622727662324905,204.5
2252,10.0,0.14524498581886292,272.125
2253,6.5625,0.1397770494222641,238.875
2254,6.25,0.3779420554637909,438.875
2255,10.0,0.24443762004375458,249.75
2256,8.625,0.23671425879001617,228.125
2257,5.1875,0.2880792021751404,541.125
